#,Constituency,Reserved,Electors As per Feb 2026 SIR[4],Change Prev. Election,District_x,Lok Sabha constituency,Constituency since,Constituency Map,District_Clean,District_y,Culture,Registered_Voters,GDP_Lakhs,Turnout_2021,Turnout_2026,Turnout_Delta,Assembly_Seats,Voter_Profile
115,Palladam,-,329849,17.25%,Tiruppur,Coimbatore,1957.0,,Tiruppur,Tiruppur,Industrial,2280063,4.07,72.72,84.69,11.97,8,"Assembly Constituency: Palladam (Tiruppur). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
116,Sulur,-,307616,4.28%,Coimbatore,Coimbatore,1957.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Sulur (Coimbatore). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
117,Kavundampalayam,-,422138,12.41%,Coimbatore,Coimbatore,2011.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Kavundampalayam (Coimbatore). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
118,Coimbatore (North),-,296939,13.91%,Coimbatore,Coimbatore,2011.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Coimbatore (North) (Coimbatore). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
119,Thondamuthur,-,293324,12.05%,Coimbatore,Pollachi,1952.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Thondamuthur (Coimbatore). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
120,Coimbatore (South),-,188878,26.21%,Coimbatore,Coimbatore,2011.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Coimbatore (South) (Coimbatore). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
121,Singanallur,-,269941,18.19%,Coimbatore,Coimbatore,1971.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Singanallur (Coimbatore). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
122,Kinathukadavu,-,305878,8.07%,Coimbatore,Pollachi,1967.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Kinathukadavu (Coimbatore). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
123,Pollachi,-,203971,11.03%,Coimbatore,Pollachi,1952.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Pollachi (Coimbatore). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
124,Valparai,SC,173608,16.15%,Coimbatore,Pollachi,1967.0,,Coimbatore,Coimbatore,Industrial,3023561,4.49,73.09,86.01,12.920000000000002,11,"Assembly Constituency: Valparai (Coimbatore). Region Culture: Industrial. This is a reserved constituency (SC). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
125,Udumalaipettai,-,230976,15.29%,Tiruppur,Pollachi,1952.0,,Tiruppur,Tiruppur,Industrial,2280063,4.07,72.72,84.69,11.97,8,"Assembly Constituency: Udumalaipettai (Tiruppur). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
126,Madathukulam,-,214809,14.39%,Tiruppur,Pollachi,,,Tiruppur,Tiruppur,Industrial,2280063,4.07,72.72,84.69,11.97,8,"Assembly Constituency: Madathukulam (Tiruppur). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
127,Palani,-,239795,14.38%,Dindigul,Dindigul,,,Dindigul,Dindigul,Agrarian,1883530,2.18,74.08,86.35,12.269999999999996,7,"Assembly Constituency: Palani (Dindigul). Region Culture: Agrarian. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
128,Oddanchatram,-,220238,9.75%,Dindigul,Dindigul,,,Dindigul,Dindigul,Agrarian,1883530,2.18,74.08,86.35,12.269999999999996,7,"Assembly Constituency: Oddanchatram (Dindigul). Region Culture: Agrarian. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
129,Athoor,-,261843,10.84%,Dindigul,Dindigul,,,Dindigul,Dindigul,Agrarian,1883530,2.18,74.08,86.35,12.269999999999996,7,"Assembly Constituency: Athoor (Dindigul). Region Culture: Agrarian. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
130,Nilakottai,SC,221094,10.23%,Dindigul,Dindigul,,,Dindigul,Dindigul,Agrarian,1883530,2.18,74.08,86.35,12.269999999999996,7,"Assembly Constituency: Nilakottai (Dindigul). Region Culture: Agrarian. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
131,Natham,-,261152,8.71%,Dindigul,Dindigul,,,Dindigul,Dindigul,Agrarian,1883530,2.18,74.08,86.35,12.269999999999996,7,"Assembly Constituency: Natham (Dindigul). Region Culture: Agrarian. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
132,Dindigul,-,241926,14.07%,Dindigul,Dindigul,,,Dindigul,Dindigul,Agrarian,1883530,2.18,74.08,86.35,12.269999999999996,7,"Assembly Constituency: Dindigul (Dindigul). Region Culture: Agrarian. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
133,Vedasandur,-,243774,8.16%,Dindigul,Karur,,,Dindigul,Dindigul,Agrarian,1883530,2.18,74.08,86.35,12.269999999999996,7,"Assembly Constituency: Vedasandur (Dindigul). Region Culture: Agrarian. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
134,Aravakurichi,-,195517,9.09%,Karur,Karur,,,Karur,Karur,Mixed,941765,3.1,73.28,81.84,8.560000000000002,4,"Assembly Constituency: Aravakurichi (Karur). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
135,Karur,-,229995,7.62%,Karur,Karur,,,Karur,Karur,Mixed,941765,3.1,73.28,81.84,8.560000000000002,4,"Assembly Constituency: Karur (Karur). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
136,Krishnarayapuram,SC,202994,5.10%,Karur,Karur,,,Karur,Karur,Mixed,941765,3.1,73.28,81.84,8.560000000000002,4,"Assembly Constituency: Krishnarayapuram (Karur). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
137,Kulithalai,-,223184,2.24%,Karur,Perambalur,,,Karur,Karur,Mixed,941765,3.1,73.28,81.84,8.560000000000002,4,"Assembly Constituency: Kulithalai (Karur). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
138,Manapaarai,-,267999,8.18%,Tiruchirappalli,Karur,,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Manapaarai (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
139,Srirangam,-,287027,8.94%,Tiruchirappalli,Tiruchirappalli,,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Srirangam (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
140,Tiruchirappalli (West),-,238920,12.37%,Tiruchirappalli,Tiruchirappalli,2011.0,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Tiruchirappalli (West) (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
141,Tiruchirappalli (East),-,220191,14.76%,Tiruchirappalli,Tiruchirappalli,2011.0,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Tiruchirappalli (East) (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
142,Thiruverumbur,-,259546,12.55%,Tiruchirappalli,Tiruchirappalli,,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Thiruverumbur (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
143,Lalgudi,-,212177,3.25%,Tiruchirappalli,Perambalur,,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Lalgudi (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
144,Manachanallur,-,236500,4.09%,Tiruchirappalli,Perambalur,,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Manachanallur (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
145,Musiri,-,214006,8.67%,Tiruchirappalli,Perambalur,,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Musiri (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
146,Thuraiyur,SC,210685,7.58%,Tiruchirappalli,Perambalur,,,Tiruchirappalli,Tiruchirappalli,Mixed,2329629,2.62,74.38,85.29,10.91000000000001,9,"Assembly Constituency: Thuraiyur (Tiruchirappalli). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
147,Perambalur,SC,290666,4.71%,Perambalur,Perambalur,,,Perambalur,Perambalur,Mixed,545232,3.14,73.26,84.2,10.939999999999998,2,"Assembly Constituency: Perambalur (Perambalur). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
148,Kunnam,-,268095,2.48%,Perambalur,Chidambaram,,,Perambalur,Perambalur,Mixed,545232,3.14,73.26,84.2,10.939999999999998,2,"Assembly Constituency: Kunnam (Perambalur). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
149,Ariyalur,-,262942,1.44%,Ariyalur,Chidambaram,,,Ariyalur,Ariyalur,Mixed,644365,2.54,77.17,88.13,10.959999999999994,2,"Assembly Constituency: Ariyalur (Ariyalur). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
150,Jayankondam,-,263450,1.68%,Ariyalur,Chidambaram,,,Ariyalur,Ariyalur,Mixed,644365,2.54,77.17,88.13,10.959999999999994,2,"Assembly Constituency: Jayankondam (Ariyalur). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
151,Tittakudi,SC,208984,5.75%,Cuddalore,Cuddalore,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Tittakudi (Cuddalore). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
152,Virudhachalam,-,240783,5.94%,Cuddalore,Cuddalore,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Virudhachalam (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
153,Neyveli,-,191271,13.53%,Cuddalore,Cuddalore,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Neyveli (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
154,Panruti,-,241767,2.20%,Cuddalore,Cuddalore,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Panruti (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
155,Cuddalore,-,223149,7.22%,Cuddalore,Cuddalore,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Cuddalore (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
156,Kurinjipadi,-,238189,2.82%,Cuddalore,Cuddalore,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Kurinjipadi (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
157,Bhuvanagiri,-,233259,6.93%,Cuddalore,Chidambaram,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Bhuvanagiri (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
158,Chidambaram,-,231236,8.71%,Cuddalore,Chidambaram,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Chidambaram (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
159,Kattumannarkoil,SC,226333,1.92%,Cuddalore,Chidambaram,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Kattumannarkoil (Cuddalore). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
160,Sirkazhi,SC,241319,5.16%,Mayiladuthurai,Mayiladuthurai,,,Mayiladuthurai,Mayiladuthurai,Mixed,842631,3.23,70.69,81.46,10.769999999999996,3,"Assembly Constituency: Sirkazhi (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
161,Mayiladuthurai,-,234554,5.43%,Mayiladuthurai,Mayiladuthurai,,,Mayiladuthurai,Mayiladuthurai,Mixed,842631,3.23,70.69,81.46,10.769999999999996,3,"Assembly Constituency: Mayiladuthurai (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
162,Poompuhar,-,259262,6.78%,Mayiladuthurai,Mayiladuthurai,,,Mayiladuthurai,Mayiladuthurai,Mixed,842631,3.23,70.69,81.46,10.769999999999996,3,"Assembly Constituency: Poompuhar (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
163,Nagapattinam,-,174683,12.59%,Nagapattinam,Nagapattinam,,,Nagapattinam,Nagapattinam,Delta,644365,2.07,73.76,83.97,10.209999999999994,2,"Assembly Constituency: Nagapattinam (Nagapattinam). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
164,Kilvelur,SC,170558,5.46%,Nagapattinam,Nagapattinam,,,Nagapattinam,Nagapattinam,Delta,644365,2.07,73.76,83.97,10.209999999999994,2,"Assembly Constituency: Kilvelur (Nagapattinam). Region Culture: Delta. This is a reserved constituency (SC). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
165,Vedaranyam,-,187439,3.44%,Nagapattinam,Nagapattinam,,,Nagapattinam,Nagapattinam,Delta,644365,2.07,73.76,83.97,10.209999999999994,2,"Assembly Constituency: Vedaranyam (Nagapattinam). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
166,Thiruthuraipoondi,SC,226845,6.13%,Thiruvarur,Nagapattinam,,,Tiruvarur,Tiruvarur,Delta,991331,2.27,75.34,88.22,12.879999999999995,4,"Assembly Constituency: Thiruthuraipoondi (Thiruvarur). Region Culture: Delta. This is a reserved constituency (SC). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
167,Mannargudi,-,234430,10.81%,Thiruvarur,Thanjavur,,,Tiruvarur,Tiruvarur,Delta,991331,2.27,75.34,88.22,12.879999999999995,4,"Assembly Constituency: Mannargudi (Thiruvarur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
168,Thiruvarur,-,260027,8.78%,Thiruvarur,Nagapattinam,,,Tiruvarur,Tiruvarur,Delta,991331,2.27,75.34,88.22,12.879999999999995,4,"Assembly Constituency: Thiruvarur (Thiruvarur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
169,Nannilam,-,267432,2.83%,Thiruvarur,Nagapattinam,,,Tiruvarur,Tiruvarur,Delta,991331,2.27,75.34,88.22,12.879999999999995,4,"Assembly Constituency: Nannilam (Thiruvarur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
170,Thiruvidaimarudur,SC,256930,1.92%,Thanjavur,Mayiladuthurai,,,Thanjavur,Thanjavur,Delta,1982663,2.35,77.24,86.99,9.75,7,"Assembly Constituency: Thiruvidaimarudur (Thanjavur). Region Culture: Delta. This is a reserved constituency (SC). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
171,Kumbakonam,-,254318,7.75%,Thanjavur,Mayiladuthurai,,,Thanjavur,Thanjavur,Delta,1982663,2.35,77.24,86.99,9.75,7,"Assembly Constituency: Kumbakonam (Thanjavur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
